ring,pos,pan,tilt,zoom,x_pan,y_tilt
6,W,-73.3122,-20.9416,6551,7,1
6,W,-69.9372,-20.9416,6551,8,1
6,W,-66.5622,-20.9416,6551,9,1
6,W,-63.1872,-20.9416,6551,10,1
6,W,-59.8122,-20.9416,6551,11,1
6,W,-93.5622,-22.7191,6551,1,2
6,W,-90.1872,-22.7191,6551,2,2
6,W,-86.8122,-22.7191,6551,3,2
6,W,-83.4372,-22.7191,6551,4,2
6,W,-80.0622,-22.7191,6551,5,2
6,W,-76.6872,-22.7191,6551,6,2
6,W,-73.3122,-22.7191,6551,7,2
6,W,-69.9372,-22.7191,6551,8,2
6,W,-66.5622,-22.7191,6551,9,2
6,W,-63.1872,-22.7191,6551,10,2
6,W,-59.8122,-22.7191,6551,11,2
6,W,-93.5622,-24.4966,6551,1,3
6,W,-90.1872,-24.4966,6551,2,3
6,W,-86.8122,-24.4966,6551,3,3
6,W,-83.4372,-24.4966,6551,4,3
6,W,-80.0622,-24.4966,6551,5,3
6,W,-76.6872,-24.4966,6551,6,3
6,W,-73.3122,-24.4966,6551,7,3
6,W,-69.9372,-24.4966,6551,8,3
6,W,-66.5622,-24.4966,6551,9,3
6,W,-63.1872,-24.4966,6551,10,3
6,W,-59.8122,-24.4966,6551,11,3
6,W,-93.5622,-26.2741,6551,1,4
6,W,-90.1872,-26.2741,6551,2,4
6,W,-86.8122,-26.2741,6551,3,4
6,W,-83.4372,-26.2741,6551,4,4
6,W,-80.0622,-26.2741,6551,5,4
6,W,-76.6872,-26.2741,6551,6,4
6,W,-73.3122,-26.2741,6551,7,4
6,W,-69.9372,-26.2741,6551,8,4
6,W,-66.5622,-26.2741,6551,9,4
6,W,-63.1872,-26.2741,6551,10,4
6,W,-59.8122,-26.2741,6551,11,4
6,W,-93.5622,-28.0516,6551,1,5
6,W,-90.1872,-28.0516,6551,2,5
6,W,-86.8122,-28.0516,6551,3,5
6,W,-83.4372,-28.0516,6551,4,5
6,W,-80.0622,-28.0516,6551,5,5
6,W,-76.6872,-28.0516,6551,6,5
6,W,-73.3122,-28.0516,6551,7,5
6,W,-69.9372,-28.0516,6551,8,5
6,W,-66.5622,-28.0516,6551,9,5
6,W,-63.1872,-28.0516,6551,10,5
6,W,-59.8122,-28.0516,6551,11,5
6,W,-93.5622,-29.8291,6551,1,6
6,W,-90.1872,-29.8291,6551,2,6
6,W,-86.8122,-29.8291,6551,3,6
6,W,-83.4372,-29.8291,6551,4,6
6,W,-80.0622,-29.8291,6551,5,6
6,W,-76.6872,-29.8291,6551,6,6
6,W,-73.3122,-29.8291,6551,7,6
6,W,-69.9372,-29.8291,6551,8,6
6,W,-66.5622,-29.8291,6551,9,6
6,W,-63.1872,-29.8291,6551,10,6
6,W,-59.8122,-29.8291,6551,11,6
6,W,-93.5622,-31.6066,6551,1,7
6,W,-90.1872,-31.6066,6551,2,7
6,W,-86.8122,-31.6066,6551,3,7
6,W,-83.4372,-31.6066,6551,4,7
6,W,-80.0622,-31.6066,6551,5,7
6,W,-76.6872,-31.6066,6551,6,7
6,W,-73.3122,-31.6066,6551,7,7
6,W,-69.9372,-31.6066,6551,8,7
6,W,-66.5622,-31.6066,6551,9,7
6,W,-63.1872,-31.6066,6551,10,7
6,W,-59.8122,-31.6066,6551,11,7
6,W,-93.5622,-33.3841,6551,1,8
6,W,-90.1872,-33.3841,6551,2,8
6,W,-86.8122,-33.3841,6551,3,8
6,W,-83.4372,-33.3841,6551,4,8
6,W,-80.0622,-33.3841,6551,5,8
6,W,-76.6872,-33.3841,6551,6,8
6,W,-73.3122,-33.3841,6551,7,8
6,W,-69.9372,-33.3841,6551,8,8
6,W,-66.5622,-33.3841,6551,9,8
6,W,-63.1872,-33.3841,6551,10,8
6,W,-59.8122,-33.3841,6551,11,8
6,W,-93.5622,-35.1616,6551,1,9
6,W,-90.1872,-35.1616,6551,2,9
6,W,-86.8122,-35.1616,6551,3,9
6,W,-83.4372,-35.1616,6551,4,9
6,W,-80.0622,-35.1616,6551,5,9
6,W,-76.6872,-35.1616,6551,6,9
6,W,-73.3122,-35.1616,6551,7,9
6,W,-69.9372,-35.1616,6551,8,9
6,W,-66.5622,-35.1616,6551,9,9
6,W,-63.1872,-35.1616,6551,10,9
6,W,-59.8122,-35.1616,6551,11,9
6,W,-93.5622,-36.9391,6551,1,10
6,W,-90.1872,-36.9391,6551,2,10
6,W,-86.8122,-36.9391,6551,3,10
6,W,-83.4372,-36.9391,6551,4,10
6,W,-80.0622,-36.9391,6551,5,10
6,W,-76.6872,-36.9391,6551,6,10
6,W,-73.3122,-36.9391,6551,7,10
6,W,-69.9372,-36.9391,6551,8,10
6,W,-66.5622,-36.9391,6551,9,10
6,W,-63.1872,-36.9391,6551,10,10
6,W,-59.8122,-36.9391,6551,11,10
6,W,-93.5622,-38.7166,6551,1,11
6,W,-90.1872,-38.7166,6551,2,11
6,W,-86.8122,-38.7166,6551,3,11
6,W,-83.4372,-38.7166,6551,4,11
6,W,-80.0622,-38.7166,6551,5,11
6,W,-76.6872,-38.7166,6551,6,11
6,W,-73.3122,-38.7166,6551,7,11
6,W,-69.9372,-38.7166,6551,8,11
6,W,-66.5622,-38.7166,6551,9,11
6,W,-63.1872,-38.7166,6551,10,11
6,W,-59.8122,-38.7166,6551,11,11
6,W,-93.5622,-40.4941,6551,1,12
6,W,-90.1872,-40.4941,6551,2,12
6,W,-86.8122,-40.4941,6551,3,12
6,W,-83.4372,-40.4941,6551,4,12
6,W,-80.0622,-40.4941,6551,5,12
6,W,-76.6872,-40.4941,6551,6,12
6,W,-73.3122,-40.4941,6551,7,12
6,W,-69.9372,-40.4941,6551,8,12
6,W,-66.5622,-40.4941,6551,9,12
6,W,-63.1872,-40.4941,6551,10,12
6,W,-59.8122,-40.4941,6551,11,12
6,W,-93.5622,-42.2716,6551,1,13
6,W,-90.1872,-42.2716,6551,2,13
6,W,-86.8122,-42.2716,6551,3,13
6,W,-83.4372,-42.2716,6551,4,13
6,W,-80.0622,-42.2716,6551,5,13
6,W,-76.6872,-42.2716,6551,6,13
6,W,-73.3122,-42.2716,6551,7,13
6,W,-69.9372,-42.2716,6551,8,13
6,W,-66.5622,-42.2716,6551,9,13
6,W,-63.1872,-42.2716,6551,10,13
6,W,-59.8122,-42.2716,6551,11,13
